"time(s)","Remaining (Total)","Exited (Total)","Floor 0.0 m->Door02","Floor 0.0 m->Door02 width(m)","Floor 0.0 m->Door02 total boundary(m)","Floor 0.0 m->Door02 [+X]","Floor 0.0 m->Door02 [-X]","Floor 0.0 m->Door04","Floor 0.0 m->Door04 width(m)","Floor 0.0 m->Door04 total boundary(m)","Floor 0.0 m->Door05","Floor 0.0 m->Door05 width(m)","Floor 0.0 m->Door05 total boundary(m)","Floor 3.0 m->Door01","Floor 3.0 m->Door01 width(m)","Floor 3.0 m->Door01 total boundary(m)","Floor 3.0 m->Door01 [+X]","Floor 3.0 m->Door01 [-X]","Floor 6.0 m->Door00","Floor 6.0 m->Door00 width(m)","Floor 6.0 m->Door00 total boundary(m)","Floor 6.0 m->Door00 [+X]","Floor 6.0 m->Door00 [-X]","Stair05 door 1","Stair05 door 1 width(m)","Stair05 door 1 total boundary(m)","Stair05 door 1 [+Y]","Stair05 door 1 [-Y]","Stair05 door 2","Stair05 door 2 width(m)","Stair05 door 2 total boundary(m)","Stair05 door 2 [+Y]","Stair05 door 2 [-Y]","Stair06 door 1","Stair06 door 1 width(m)","Stair06 door 1 total boundary(m)","Stair06 door 1 [+Y]","Stair06 door 1 [-Y]","Stair06 door 2","Stair06 door 2 width(m)","Stair06 door 2 total boundary(m)","Stair06 door 2 [+Y]","Stair06 door 2 [-Y]","Stair07 door 1","Stair07 door 1 width(m)","Stair07 door 1 total boundary(m)","Stair07 door 1 [+Y]","Stair07 door 1 [-Y]","Stair07 door 2","Stair07 door 2 width(m)","Stair07 door 2 total boundary(m)","Stair07 door 2 [+Y]","Stair07 door 2 [-Y]","Stair08 door 1","Stair08 door 1 width(m)","Stair08 door 1 total boundary(m)","Stair08 door 1 [+Y]","Stair08 door 1 [-Y]","Stair08 door 2","Stair08 door 2 width(m)","Stair08 door 2 total boundary(m)","Stair08 door 2 [+Y]","Stair08 door 2 [-Y]","Stair10 door 1","Stair10 door 1 width(m)","Stair10 door 1 total boundary(m)","Stair10 door 1 [+Y]","Stair10 door 1 [-Y]","Stair10 door 2","Stair10 door 2 width(m)","Stair10 door 2 total boundary(m)","Stair10 door 2 [+Y]","Stair10 door 2 [-Y]","Stair11 door 1","Stair11 door 1 width(m)","Stair11 door 1 total boundary(m)","Stair11 door 1 [+Y]","Stair11 door 1 [-Y]","Stair11 door 2","Stair11 door 2 width(m)","Stair11 door 2 total boundary(m)","Stair11 door 2 [+Y]","Stair11 door 2 [-Y]"
41.0000,25,30,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,1,0.813,0.000,0,1,0,0.813,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,0,1,0,1.219,0.000,0,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0
42.0000,24,31,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
43.0000,24,31,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,1,1.219,0.000,1,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
44.0000,24,31,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,2,1.219,0.000,0,2,0,1.219,0.000,0,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
45.0000,23,32,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,1,0.813,0.000,0,1,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,2,1.219,0.000,2,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0
46.0000,22,33,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
47.0000,22,33,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,1,0.813,0.000,0,1,0,0.813,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
48.0000,21,34,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,0,1,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
49.0000,20,35,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
50.0000,19,36,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,0,1,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
51.0000,18,37,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,1,0.813,0.000,0,1,0,0.813,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,0,1,1,1.219,0.000,1,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
52.0000,18,37,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
53.0000,17,38,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
54.0000,17,38,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,1,0.813,0.000,0,1,0,0.813,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,0,1,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
55.0000,16,39,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
56.0000,15,40,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,0,1,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
57.0000,15,40,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
58.0000,14,41,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,2,1.219,0.000,2,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
59.0000,13,42,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,2,1.219,0.000,0,2,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
60.0000,13,42,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
61.0000,12,43,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,0,1,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
62.0000,11,44,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
63.0000,11,44,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
64.0000,10,45,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
65.0000,9,46,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,1,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
66.0000,9,46,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
67.0000,8,47,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
68.0000,8,47,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
69.0000,7,48,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
70.0000,7,48,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
71.0000,6,49,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
72.0000,6,49,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
73.0000,5,50,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
74.0000,5,50,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
75.0000,4,51,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
76.0000,3,52,1,0.813,0.000,1,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
77.0000,3,52,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
78.0000,3,52,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
79.0000,2,53,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,1,1.219,0.000,0,1,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
80.0000,2,53,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
81.0000,2,53,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
82.0000,2,53,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
83.0000,2,53,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
84.0000,2,53,1,0.813,0.000,1,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
85.0000,1,54,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
86.0000,1,54,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
87.0000,1,54,0,0.813,0.000,0,0,0,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
87.7750,0,55,0,0.813,0.000,0,0,1,0.813,0.000,0,0.813,0.000,0,0.813,0.000,0,0,0,0.813,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0,0,1.219,0.000,0,0
